,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,mileage,seats
5601,swift,2016,570000,90000,Petrol,Individual,Manual,First Owner,maruti,20.4,5
5602,polo,2013,440000,75000,Diesel,Individual,Manual,Second Owner,volkswagen,22.07,5
5603,innova,2005,300000,185000,Diesel,Individual,Manual,Second Owner,toyota,11.4,7
5604,micra,2015,300000,71717,Petrol,Individual,Automatic,Second Owner,nissan,19.34,5
5605,scorpio,2011,500000,150000,Diesel,Individual,Automatic,Second Owner,mahindra,11.79,8
5606,swift dzire,2016,660000,55000,Diesel,Individual,Manual,First Owner,maruti,26.59,5
5607,fiesta,2012,256000,90000,Petrol,Individual,Manual,Second Owner,ford,15.3,5
5608,kwid,2018,409999,35000,Petrol,Individual,Manual,First Owner,renault,23.01,5
5609,fortuner,2015,1888000,120000,Diesel,Individual,Manual,Second Owner,toyota,12.55,7
5610,santro,2011,250000,100000,LPG,Individual,Manual,Second Owner,hyundai,18.83,5
5611,civic,2009,280000,40000,Petrol,Individual,Automatic,Third Owner,honda,12.9,5
5612,xylo,2010,300000,100000,Diesel,Individual,Manual,First Owner,mahindra,13.0,8
5613,safari storme,2016,900000,120000,Diesel,Individual,Manual,First Owner,tata,14.1,5
5614,zen,2014,190000,60000,Petrol,Individual,Manual,First Owner,maruti,19.0,5
5615,bolero,2019,800000,2000,Diesel,Individual,Manual,First Owner,mahindra,15.96,9
5616,scorpio,2012,450000,100000,Diesel,Individual,Manual,First Owner,mahindra,14.0,8
5617,xylo,2015,400000,110000,Diesel,Individual,Manual,First Owner,mahindra,14.95,7
5618,new safari,2009,150000,90000,Diesel,Individual,Manual,Second Owner,tata,13.93,7
5619,indigo,2011,200000,84321,Diesel,Individual,Manual,First Owner,tata,23.57,5
5620,xuv500,2013,600000,177000,Diesel,Individual,Manual,First Owner,mahindra,15.1,7
5621,indica,2010,175000,60000,Diesel,Individual,Manual,First Owner,tata,18.0,5
5622,indigo,2008,99000,205000,Diesel,Individual,Manual,Second Owner,tata,19.09,5
5623,i10,2008,215000,70000,Petrol,Individual,Manual,Second Owner,hyundai,20.36,5
5624,omni,2011,190000,70000,Petrol,Individual,Manual,Third Owner,maruti,14.0,8
5625,duster,2013,520000,126000,Diesel,Individual,Manual,Second Owner,renault,19.01,5
5626,endeavour,2016,2280000,120000,Diesel,Individual,Automatic,Second Owner,ford,10.91,7
5627,indica,2015,285000,70000,Diesel,Individual,Manual,First Owner,tata,19.1,5
5628,tuv300,2017,660000,82000,Diesel,Individual,Manual,First Owner,mahindra,18.49,7
5630,swift dzire,2015,515000,45000,Petrol,Individual,Manual,Second Owner,maruti,20.85,5
5631,sunny,2012,295000,70000,Diesel,Individual,Manual,Second Owner,nissan,21.64,5
5632,terrano,2015,700000,80000,Diesel,Individual,Manual,Second Owner,nissan,20.45,5
5633,scorpio,2017,1100000,45000,Diesel,Individual,Manual,First Owner,mahindra,15.4,7
5634,eon,2017,300000,60000,Petrol,Individual,Manual,First Owner,hyundai,20.3,5
5635,swift,2013,450000,41800,Petrol,Individual,Manual,First Owner,maruti,18.6,5
5637,swift dzire,2017,700000,50000,Diesel,Individual,Manual,Second Owner,maruti,28.4,5
5638,figo,2012,250000,40000,Diesel,Individual,Manual,First Owner,ford,20.0,5
5639,wagon r,2009,140000,96000,Petrol,Individual,Manual,Second Owner,maruti,18.9,5
5640,xylo,2012,250000,117000,Diesel,Individual,Manual,First Owner,mahindra,14.0,8
5641,i10,2011,210000,110000,Petrol,Individual,Manual,Second Owner,hyundai,19.81,5
5642,amaze,2014,420000,100000,Diesel,Individual,Manual,Second Owner,honda,25.8,5
5643,alto,2007,130000,88700,Petrol,Individual,Manual,Third Owner,maruti,19.7,5
5644,sunny,2012,320000,70000,Petrol,Individual,Manual,Second Owner,nissan,16.95,5
5645,wagon r,2010,200000,110000,Petrol,Individual,Manual,Second Owner,maruti,17.3,5
5646,alto 800,2016,310000,15000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
5647,verito,2012,200000,80000,Diesel,Individual,Manual,Second Owner,mahindra,20.8,5
5648,ritz,2014,350000,50000,Petrol,Individual,Manual,First Owner,maruti,18.5,5
5649,eon,2018,444000,15000,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
5650,redi-go,2017,300000,25000,Petrol,Individual,Manual,First Owner,datsun,22.7,5
5651,verito,2011,225000,57000,Diesel,Individual,Manual,Second Owner,mahindra,21.0,5
5652,bolero,2012,600000,75000,Diesel,Individual,Manual,First Owner,mahindra,15.96,7
5653,eeco,2013,260000,26000,Petrol,Individual,Manual,First Owner,maruti,15.37,5
5654,xcent,2015,375000,160000,Diesel,Individual,Manual,First Owner,hyundai,24.4,5
5656,alto,2010,150000,120000,Petrol,Individual,Manual,Second Owner,maruti,19.7,5
5657,alto,2014,110000,50000,Petrol,Individual,Manual,Second Owner,maruti,19.7,5
5658,alto,2012,225000,40000,Petrol,Individual,Manual,First Owner,maruti,19.7,5
5659,etios,2011,400000,90000,Diesel,Individual,Manual,Third Owner,toyota,23.59,5
5661,city,2017,860000,28000,Petrol,Individual,Manual,First Owner,honda,17.8,5
5662,swift dzire,2018,650000,50000,Diesel,Individual,Manual,First Owner,maruti,28.4,5
5663,ertiga,2014,650000,90000,Diesel,Individual,Manual,First Owner,maruti,20.77,7
5664,verna,2016,710000,40000,Diesel,Individual,Manual,First Owner,hyundai,24.8,5
5665,figo,2017,430000,113000,Diesel,Individual,Manual,First Owner,ford,25.83,5
5666,swift,2011,305000,188000,Diesel,Individual,Manual,Second Owner,maruti,17.8,5
5667,figo,2011,220000,100000,Diesel,Individual,Manual,First Owner,ford,20.0,5
5668,sumo,2010,150000,225000,Diesel,Individual,Manual,Third Owner,tata,14.0,9
5669,tuv300,2017,660000,67000,Diesel,Individual,Manual,Second Owner,mahindra,18.49,7
5670,beat,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,chevrolet,25.44,5
5671,corolla altis,2015,1100000,50000,Petrol,Individual,Manual,First Owner,toyota,14.28,5
5672,xf,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,jaguar,16.36,5
5673,ameo,2017,625000,34000,Diesel,Individual,Automatic,First Owner,volkswagen,22.0,5
5676,wagon r,2005,130000,140000,Petrol,Individual,Manual,Second Owner,maruti,18.9,5
5677,city,2012,540000,100000,Petrol,Individual,Manual,Second Owner,honda,16.8,5
5678,grand i10,2017,550000,10000,Petrol,Individual,Automatic,First Owner,hyundai,18.9,5
5679,celerio,2018,475000,30000,Petrol,Individual,Manual,First Owner,maruti,21.63,5
5680,q3,2017,2825000,22000,Diesel,Dealer,Automatic,First Owner,audi,15.73,5
5681,civic,2020,2125000,5500,Diesel,Dealer,Manual,First Owner,honda,26.8,5
5682,x1,2018,3350000,18000,Diesel,Dealer,Automatic,First Owner,bmw,19.62,5
5683,innova crysta,2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,toyota,11.36,8
5684,santro,2018,540000,7000,Petrol,Dealer,Manual,First Owner,hyundai,20.3,5
5685,others,2018,910000,20000,Diesel,Dealer,Manual,First Owner,others,17.0,5
5686,celerio,2019,484999,4875,Petrol,Dealer,Manual,First Owner,maruti,21.63,5
5687,creta,2020,1950000,2700,Diesel,Dealer,Automatic,First Owner,hyundai,17.01,5
5688,vitara brezza,2018,950000,58511,Diesel,Dealer,Manual,First Owner,maruti,24.3,5
5689,figo,2015,365000,105000,Diesel,Dealer,Manual,First Owner,ford,25.83,5
5690,thar,2018,900000,26235,Diesel,Dealer,Manual,First Owner,mahindra,16.55,6
5691,nexon,2017,919999,26766,Diesel,Dealer,Manual,First Owner,tata,21.5,5
5692,hector,2020,1900000,1600,Petrol,Dealer,Automatic,First Owner,others,13.96,5
5693,new c-class,2018,2950000,46000,Diesel,Dealer,Manual,First Owner,mercedes-benz,15.8,5
5694,marazzo,2019,1075000,23000,Diesel,Dealer,Manual,First Owner,mahindra,17.3,7
5695,swift,2017,600000,24522,Petrol,Dealer,Manual,First Owner,maruti,20.4,5
5696,3 series,2017,3200000,13663,Diesel,Dealer,Automatic,First Owner,bmw,22.69,5
5697,octavia,2019,2600000,11000,Diesel,Dealer,Automatic,First Owner,skoda,19.3,5
5698,vitara brezza,2016,839000,63000,Diesel,Dealer,Manual,First Owner,maruti,24.3,5
5699,polo,2019,635000,2000,Petrol,Dealer,Manual,First Owner,volkswagen,16.2,5
5700,scorpio,2014,550000,300000,Diesel,Individual,Manual,Third Owner,mahindra,12.05,8
5701,logan,2011,180000,190000,Diesel,Individual,Manual,Third Owner,mahindra,19.2,5
5702,city,2015,650000,80000,Diesel,Individual,Manual,First Owner,honda,26.0,5
5703,jazz,2011,350000,80000,Petrol,Individual,Manual,Second Owner,honda,16.0,5
5704,alto k10,2015,265000,54000,Petrol,Individual,Manual,First Owner,maruti,23.95,5
5705,kwid,2018,330000,30000,Petrol,Individual,Manual,First Owner,renault,23.01,5
5706,eeco,2019,395000,5000,Petrol,Individual,Manual,First Owner,maruti,15.37,7
5707,tuv300,2015,700000,58945,Diesel,Individual,Manual,First Owner,mahindra,18.49,7
5708,figo,2012,300000,90000,Diesel,Individual,Manual,First Owner,ford,20.0,5
5709,innova,2011,650000,375000,Diesel,Individual,Manual,First Owner,toyota,12.8,8
5710,ertiga,2013,625000,160000,Diesel,Individual,Manual,Third Owner,maruti,20.77,7
5711,polo,2014,425000,80000,Diesel,Individual,Manual,Second Owner,volkswagen,15.11,5
5713,indigo,2015,250000,80000,Diesel,Individual,Manual,Second Owner,tata,19.09,5
5714,bolero,2015,459999,156975,Diesel,Individual,Manual,First Owner,mahindra,15.96,9
5715,corolla altis,2017,1594000,5000,Diesel,Individual,Manual,First Owner,toyota,21.43,5
5716,sail,2014,300000,50000,Petrol,Individual,Manual,First Owner,chevrolet,18.2,5
5718,scorpio,2013,484999,120000,Diesel,Individual,Manual,First Owner,mahindra,12.05,9
5719,xylo,2009,161000,120000,Diesel,Individual,Manual,Third Owner,mahindra,14.0,8
5720,i20,2015,500000,58000,Petrol,Individual,Manual,First Owner,hyundai,17.19,5
5721,sunny,2012,350000,50000,Petrol,Individual,Manual,First Owner,nissan,16.95,5
5722,ignis,2017,550000,40000,Petrol,Individual,Automatic,First Owner,maruti,20.89,5
5723,wr-v,2018,850000,7800,Petrol,Individual,Manual,First Owner,honda,17.5,5
5725,endeavour,2011,950000,68000,Diesel,Individual,Manual,First Owner,ford,13.1,7
5726,ertiga,2015,423000,60000,Petrol,Individual,Manual,Second Owner,maruti,16.02,7
5727,indigo,2005,90000,74000,Petrol,Individual,Manual,Second Owner,tata,12.8,5
5728,new safari,2011,350000,58000,Diesel,Individual,Manual,Second Owner,tata,13.93,7
5729,a-star,2011,170000,70000,Petrol,Individual,Manual,Third Owner,maruti,19.0,5
5730,figo aspire,2015,450000,70000,Petrol,Individual,Manual,First Owner,ford,18.16,5
5731,i10,2009,150000,110000,Petrol,Individual,Manual,Second Owner,hyundai,20.36,5
5733,i20,2016,511000,80000,Diesel,Individual,Manual,First Owner,hyundai,22.54,5
5734,ertiga,2018,850000,59000,Diesel,Individual,Manual,First Owner,maruti,24.2,7
5735,indica,2018,250000,110000,Diesel,Individual,Manual,First Owner,tata,25.0,5
5736,celerio,2020,420000,25000,Petrol,Individual,Manual,First Owner,maruti,21.63,5
5737,alto 800,2014,180000,55000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
5738,celerio,2015,400000,25000,Diesel,Individual,Manual,First Owner,maruti,27.62,5
5739,xylo,2009,150000,300000,Diesel,Individual,Manual,First Owner,mahindra,14.0,7
5740,figo,2016,500000,143200,Diesel,Individual,Manual,First Owner,ford,25.83,5
5741,compass,2017,1689999,60000,Diesel,Individual,Manual,First Owner,jeep,17.1,5
5742,micra,2012,204999,120000,Diesel,Individual,Manual,First Owner,nissan,23.08,5
5743,ciaz,2014,459999,145000,Diesel,Individual,Manual,Second Owner,maruti,26.21,5
5744,i20,2017,600000,30000,Petrol,Individual,Manual,First Owner,hyundai,18.6,5
5745,grand i10,2019,585000,8000,Petrol,Individual,Manual,First Owner,hyundai,18.9,5
5746,endeavour,2012,551000,170000,Diesel,Individual,Manual,First Owner,ford,13.1,7
5747,swift dzire,2013,525000,100000,Diesel,Individual,Manual,First Owner,maruti,23.4,5
5748,omni,2012,160000,62000,Petrol,Individual,Manual,First Owner,maruti,14.0,5
5749,xuv500,2014,825000,110000,Diesel,Individual,Manual,First Owner,mahindra,15.1,7
5751,tavera neo,2015,600000,80000,Diesel,Individual,Manual,Second Owner,chevrolet,13.58,9
5753,swift dzire,2013,550000,100000,Diesel,Individual,Manual,First Owner,maruti,23.4,5
5754,bolero,2015,650000,120000,Diesel,Individual,Manual,First Owner,mahindra,15.96,9
5755,swift dzire,2019,750000,24000,Diesel,Individual,Manual,First Owner,maruti,28.4,5
5756,kuv300,2017,380000,80000,Diesel,Individual,Manual,First Owner,mahindra,25.32,6
5757,verna,2012,400000,138000,Diesel,Individual,Manual,First Owner,hyundai,22.32,5
5759,tuv300,2017,750000,60000,Diesel,Individual,Manual,First Owner,mahindra,18.49,7
5760,spark,2011,150000,80000,Petrol,Individual,Manual,First Owner,chevrolet,18.0,5
5761,alto 800,2016,245000,50000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
5762,manza,2013,260000,189000,Diesel,Individual,Manual,First Owner,tata,21.02,5
5763,vento,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,volkswagen,21.21,5
5764,i20,2014,450000,56000,Diesel,Individual,Manual,First Owner,hyundai,21.9,5
5765,3 series,2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,bmw,18.88,5
5766,celerio,2016,351000,60000,Petrol,Individual,Manual,First Owner,maruti,23.1,5
5767,xuv500,2012,550000,130000,Diesel,Individual,Manual,First Owner,mahindra,15.1,7
5768,3 series,2013,1300000,140000,Diesel,Individual,Automatic,Second Owner,bmw,18.88,5
5776,terrano,2016,750000,35000,Diesel,Individual,Manual,First Owner,nissan,20.45,5
5777,terrano,2015,800000,35000,Diesel,Individual,Manual,First Owner,nissan,20.45,5
5778,new safari,2011,350000,156000,Diesel,Individual,Manual,First Owner,tata,11.57,7
5779,alto 800,2013,200000,90000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
5780,indigo,2008,150000,60000,Diesel,Individual,Manual,Third Owner,tata,17.0,5
5781,terrano,2016,800000,36000,Diesel,Individual,Manual,First Owner,nissan,19.01,5
5782,eon,2017,350000,20000,Petrol,Individual,Manual,Second Owner,hyundai,21.1,5
5783,new safari,2011,350000,160000,Diesel,Individual,Manual,First Owner,tata,13.93,7
5784,scorpio,2006,250000,185000,Diesel,Individual,Manual,First Owner,mahindra,12.7,9
5785,indica,2010,170000,110000,Diesel,Individual,Manual,Second Owner,tata,17.0,5
5786,kwid,2018,395000,10800,Petrol,Individual,Manual,First Owner,renault,25.17,5
5787,bolero,2012,450000,120000,Diesel,Individual,Manual,First Owner,mahindra,15.96,7
5789,sumo,2012,200000,67500,Diesel,Individual,Manual,First Owner,tata,12.2,10
5790,hexa,2017,1200000,30000,Diesel,Individual,Manual,First Owner,tata,17.6,7
5791,kuv300,2016,400000,50000,Diesel,Individual,Manual,First Owner,mahindra,25.32,6
5792,tuv300,2016,650000,100000,Diesel,Individual,Manual,First Owner,mahindra,18.49,7
5793,bolero,2016,550000,150000,Diesel,Individual,Manual,First Owner,mahindra,15.96,9
5794,xuv500,2015,1100000,110000,Diesel,Individual,Manual,First Owner,mahindra,16.0,7
5795,alto 800,2012,254999,30000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
5796,alto,2011,180000,60000,Petrol,Individual,Manual,First Owner,maruti,19.7,5
5797,xylo,2010,160000,255000,Diesel,Individual,Manual,Second Owner,mahindra,13.0,8
5798,optra,2008,225000,120000,Diesel,Individual,Manual,Second Owner,chevrolet,16.52,5
5799,alto 800,2015,270000,49900,Petrol,Individual,Manual,Second Owner,maruti,22.74,5
5800,manza,2012,310000,86000,Diesel,Individual,Manual,First Owner,tata,21.12,5
5801,go,2015,225000,71850,Petrol,Individual,Manual,First Owner,datsun,20.63,5
5802,punto,2015,300000,95000,Diesel,Individual,Manual,Third Owner,fiat,21.2,5
5803,swift dzire,2008,250000,70000,Petrol,Individual,Manual,Fourth & Above Owner,maruti,17.5,5
5804,eon,2011,180000,35000,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
5805,swift dzire,2015,550000,50000,Petrol,Individual,Manual,First Owner,maruti,20.85,5
5806,bolero,2007,300000,120000,Diesel,Individual,Manual,Third Owner,mahindra,13.6,7
5807,elantra,2015,900000,145000,Diesel,Individual,Manual,First Owner,hyundai,22.7,5
5809,xuv500,2018,1530000,40000,Diesel,Individual,Manual,First Owner,mahindra,16.0,7
5810,baleno,2015,590000,110000,Diesel,Individual,Manual,First Owner,maruti,27.39,5
5811,wagon r,2008,170000,112000,LPG,Individual,Manual,Second Owner,maruti,24.22,5
5812,a3,2017,2600000,70000,Diesel,Individual,Automatic,First Owner,audi,20.38,5
5813,ritz,2016,475000,110000,Diesel,Individual,Manual,First Owner,maruti,23.2,5
5814,grand i10,2018,700000,29000,Diesel,Individual,Manual,First Owner,hyundai,24.0,5
5815,wagon r,2011,376000,60000,Petrol,Individual,Manual,First Owner,maruti,18.9,5
5818,scorpio,2012,440000,120000,Diesel,Individual,Automatic,Third Owner,mahindra,11.79,8
5819,wagon r,2016,390000,80000,Petrol,Individual,Manual,First Owner,maruti,20.51,5
5820,innova,2012,725000,159000,Diesel,Individual,Manual,Second Owner,toyota,12.8,7
5821,bolero,2012,325000,110000,Diesel,Individual,Manual,Second Owner,mahindra,15.96,7
5822,alto,2010,170000,75000,Petrol,Individual,Manual,Second Owner,maruti,19.7,5
5823,swift dzire,2010,215000,120000,Diesel,Individual,Manual,Third Owner,maruti,19.3,5
5824,city,2010,350000,110000,Petrol,Individual,Manual,Third Owner,honda,17.0,5
5825,spark,2009,80000,80000,Petrol,Individual,Manual,Fourth & Above Owner,chevrolet,18.0,5
5826,eon,2012,195000,80000,Petrol,Individual,Manual,Second Owner,hyundai,21.1,5
5827,swift,2011,280000,85000,Diesel,Individual,Manual,First Owner,maruti,22.9,5
5828,sunny,2014,335000,71000,Diesel,Dealer,Manual,First Owner,nissan,21.64,5
5829,xuv500,2011,475000,108000,Diesel,Dealer,Manual,First Owner,mahindra,16.0,7
5830,duster,2015,484999,75000,Diesel,Dealer,Manual,First Owner,renault,19.87,5
5831,ciaz,2018,650000,22000,Petrol,Individual,Manual,Second Owner,maruti,21.56,5
5832,q5,2014,1850000,76131,Diesel,Individual,Automatic,First Owner,audi,13.22,5
5833,i20,2018,700000,30000,Petrol,Individual,Manual,Second Owner,hyundai,18.6,5
5834,q7,2014,3000000,65000,Diesel,Individual,Automatic,First Owner,audi,12.07,7
5835,scorpio,2018,900000,60000,Diesel,Individual,Manual,First Owner,mahindra,15.4,7
5836,polo,2013,350000,80000,Diesel,Individual,Manual,First Owner,volkswagen,22.07,5
5837,accord,2005,285000,80000,Petrol,Individual,Automatic,Second Owner,honda,9.0,5
5838,q7,2012,1850000,70000,Diesel,Individual,Automatic,First Owner,audi,12.07,7
5839,vitara brezza,2017,750000,51777,Diesel,Dealer,Manual,First Owner,maruti,24.3,5
5840,others,2013,1650000,64788,Diesel,Dealer,Automatic,First Owner,others,0.0,5
5841,amaze,2018,600000,20000,Petrol,Individual,Manual,First Owner,honda,19.5,5
5842,polo,2018,565000,19000,Petrol,Individual,Manual,First Owner,volkswagen,18.78,5
5844,go,2016,329000,19000,Petrol,Individual,Manual,First Owner,datsun,20.63,5
5845,ecosport,2016,650000,50000,Diesel,Individual,Manual,First Owner,ford,22.77,5
5846,creta,2015,822000,60000,Diesel,Individual,Manual,First Owner,hyundai,19.67,5
5847,duster,2013,345000,100000,Diesel,Individual,Manual,Second Owner,renault,19.01,5
5849,swift,2012,330000,50000,Diesel,Individual,Manual,Second Owner,maruti,22.9,5
5850,wagon r,2014,300000,74537,Petrol,Individual,Manual,Second Owner,maruti,20.51,5
5851,sx4,2009,200000,90000,Petrol,Individual,Automatic,Second Owner,maruti,12.6,5
5852,indica,2012,200000,80000,Diesel,Individual,Manual,Second Owner,tata,15.3,5
5853,spark,2010,90000,70000,Petrol,Individual,Manual,Second Owner,chevrolet,18.0,5
5854,wagon r,2010,200000,80000,Petrol,Individual,Manual,Second Owner,maruti,18.9,5
5855,xcent,2016,550000,35000,Diesel,Individual,Manual,First Owner,hyundai,24.4,5
5856,beat,2015,250000,23500,Petrol,Individual,Manual,First Owner,chevrolet,18.6,5
5857,city,2017,975000,82000,Diesel,Individual,Manual,First Owner,honda,25.6,5
5858,innova,2014,900000,100000,Diesel,Individual,Manual,Second Owner,toyota,12.99,8
5859,i20,2018,610000,15000,Petrol,Individual,Manual,First Owner,hyundai,18.6,5
5860,baleno,2017,620000,30000,Diesel,Individual,Manual,First Owner,maruti,27.39,5
5861,grand i10,2016,400000,30000,Petrol,Individual,Manual,First Owner,hyundai,18.9,5
